median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
174100,2.693,37,4142,1031,1936,968,32.75,-117.13
72800,2.1544,26,3654,837,1976,830,36.79,-119.76
78500,2.1339,20,6541,1401,2631,980,34.4,-116.94
361500,6.4978,27,4985,711,1928,742,38.02,-122.55
72400,1.5823,18,5584,1303,2250,1158,34.12,-116.44
36600,0.9288,26,875,199,567,204,35.32,-118.99
137500,0.8075,52,386,164,346,155,37.81,-122.28
111300,3.102,11,1229,236,581,190,33.69,-117.35
163200,2.9559,16,1868,443,1323,436,36.2,-121.13
197500,4.7276,7,6322,1046,2957,1024,38.73,-121.01
425100,9.7037,8,3865,463,1548,432,37.76,-121.96
349400,6.5162,27,2287,320,967,321,34.19,-118.85
139500,3.6736,23,1817,323,1371,327,32.57,-117.09
311800,6.101,42,1020,156,398,157,34.16,-118
195200,2.8203,27,2630,722,1414,634,37.65,-122.09
84600,2.6607,22,1217,224,537,187,39.34,-121.67
103700,2.1023,12,3539,869,1987,859,33.94,-117.45
173900,2.4,25,2459,823,2635,763,34.08,-118.29
71000,3,5,2693,508,1785,491,36.08,-119.07
460100,10.5981,17,4343,515,1605,484,33.84,-117.81
208900,5,43,2104,382,1071,396,33.86,-118.14
176000,2.8958,17,3220,716,1381,733,34.18,-118.91
214800,4.9504,5,7854,1446,4361,1395,38.13,-122.19
103800,2.4183,7,1879,444,1065,410,39.16,-121.63
82700,3.0469,32,1513,272,1038,272,36.56,-119.73
145800,2.9167,39,609,145,690,134,34.03,-118.18
67900,1.8636,21,1899,447,1133,391,35.13,-118.44
121900,3.6875,16,893,164,548,155,37.79,-120.83
110800,2.515,34,1500,337,674,282,38.14,-121.29
172700,2,32,1403,399,1506,375,33.98,-118.2
159400,1.7714,27,1013,394,1067,400,33.9,-118.29
136800,2.7759,30,2188,556,2727,525,33.83,-118.08
140800,2.7266,37,1583,392,1776,377,34.03,-118.2
325800,5.7653,21,12902,2118,6160,2082,37.59,-122.46
213700,3.5272,36,1493,316,989,293,34.03,-118.11
42700,1.505,22,1750,374,1113,338,35.86,-119.46
198400,2.375,52,459,112,276,107,34.27,-119.27
207100,3.125,19,1554,393,1427,370,34.07,-118.07
414800,5.8964,36,1406,224,598,237,37.51,-122.27
180400,2.2105,19,1566,379,1032,330,33.74,-117.9
129500,3.4844,46,1029,181,567,211,37.74,-122.16
246500,5.4584,3,17466,3336,7644,2895,32.97,-117.08
48000,1.6645,20,1469,303,1031,259,36.35,-119.42
234600,2.6713,52,867,199,391,187,36.62,-121.92
123800,3.3687,45,2881,514,1470,515,34,-117.38
185100,3.1373,52,1888,457,830,408,38.05,-122.16
225600,4.3333,42,1949,422,1184,423,33.91,-118.36
233300,1.9309,23,2040,778,2235,697,34.06,-118.29
181300,2.4167,37,1055,280,538,206,34.09,-117.89
165800,3.0625,33,2464,627,2932,568,34.05,-118.02
396400,6.287,34,2338,393,1031,373,33.75,-118.31
255700,6.5706,9,2012,316,802,289,32.91,-117.09
328500,4.1218,35,3080,642,1362,623,34.16,-118.44
106300,2.2841,52,335,83,152,77,37.85,-122.27
149500,4.3333,31,1108,238,1151,229,34.01,-118.09
305800,4.3427,15,5778,1285,1722,829,34.12,-119.21
261400,5.0406,6,2605,474,1568,433,37.61,-122.08
223500,5.5051,31,1021,191,495,191,34.11,-118.23
167100,3.125,31,1892,428,1162,389,37.68,-122.1
300000,3.1667,28,1146,338,672,292,33.05,-117.29
70100,1.375,25,2322,573,2185,602,32.67,-115.49
239500,2.7656,36,2178,485,914,412,34.11,-118.06
210000,2.6238,25,3830,1105,2328,1017,34.18,-118.43
254200,6.0501,29,1694,251,690,242,37.67,-122.04
136400,4.3162,26,3069,518,1524,539,34.7,-120.48
180700,3.2031,21,2863,701,1489,621,33.91,-118.06
215700,3.0161,52,2650,566,1468,567,37.77,-122.25
246700,5.431,8,4253,709,1883,662,37.95,-121.97
66400,2.2054,21,1302,327,1244,316,32.98,-115.52
222900,1.4492,29,1785,481,1344,472,35.29,-120.65
339100,3.4167,36,877,175,349,168,36.63,-121.92
205600,3.5488,42,1162,264,1044,241,33.79,-118.26
50600,1.4766,23,3800,1003,3786,917,36.76,-119.76
218500,3.9667,25,4458,922,2998,890,37.53,-122.04
151600,2.0673,45,943,289,953,238,34.03,-118.28
74100,1.925,45,995,238,630,237,37.76,-122.19
187400,5.1668,28,3187,569,2205,559,34.3,-118.41
140600,2.2725,39,975,292,723,285,34.05,-118.34
167900,5.0285,8,11275,1822,5731,1692,34.67,-118.19
500001,4.75,52,2242,459,751,464,37.76,-122.43
185200,2.6641,31,2397,518,1407,476,33.94,-117.96
270100,7.1472,25,1142,162,486,150,33.89,-117.87
230200,3.1349,29,3034,732,1776,702,34.27,-118.33
400000,4.4085,52,5604,1268,2023,1196,37.77,-122.44
180100,4.9286,25,2445,368,983,363,34.63,-120.45
160400,2.1199,34,2533,862,2011,778,32.72,-117.14
58900,2.2448,20,1815,375,1665,357,36.7,-119.54
172600,3.7617,23,2246,437,1035,386,38.47,-122.66
495400,11.0567,5,5348,659,1862,555,33.6,-117.58
125000,2.7574,33,1379,273,884,229,34.06,-117.47
101400,1.5957,18,3303,814,986,522,35.7,-118.5
63500,2.5234,37,1054,239,879,257,36.58,-119.44
144100,3.0465,17,5654,1085,2237,953,38.42,-120.72
206300,4.5144,35,1942,332,1127,325,33.9,-118
163100,2.1311,36,2191,739,2931,692,33.78,-118.26
97000,3.2016,37,2236,372,974,379,39.75,-121.82
186800,4.8611,16,590,130,178,121,33.61,-117.73
225000,3.875,33,142,31,575,47,37.78,-122.18
203700,4.5096,36,4682,899,2143,832,37.03,-122.08
242500,2.639,39,4220,1055,2720,1046,37.63,-122.41
133900,3.9485,35,3669,617,1694,585,32.72,-117.05
150600,5.3785,12,5382,928,3928,921,38.12,-122.32
244400,3.2813,36,832,211,545,211,37.35,-121.95
258300,2.5882,33,1115,316,583,269,32.75,-117.19
413500,6.0235,37,3109,541,1566,544,37.24,-121.95
55500,2.0324,35,1012,245,633,240,36.78,-119.81
201400,3.7361,19,1621,328,871,322,33.88,-117.86
208300,4.7222,21,380,91,398,70,33.92,-117.91
150300,4.9464,43,1834,292,997,295,33.93,-118.31
500001,6.918,32,784,112,262,114,36.59,-121.89
81700,2.9375,19,1241,244,850,237,36.33,-119.67
121500,2.964,14,6027,1148,3136,1036,33.75,-116.93
252400,4.4821,42,2993,512,1594,546,37.69,-122.48
97400,3.3924,14,1258,245,752,264,34.07,-117.18
112500,2.2259,24,1939,652,1808,625,37.31,-121.86
115300,3.5625,41,774,144,356,150,38.62,-121.38
67900,2.9306,48,2059,388,834,405,36.76,-119.81
146900,3.3393,15,1743,366,655,264,38.49,-122.18
310000,1.3333,19,902,284,414,272,34.03,-118.48
90100,3.5363,21,5694,1056,2907,972,40.73,-124.19
165100,3.2188,34,1558,375,1179,337,33.93,-118.08
105800,3.3804,38,1201,223,733,206,33.9,-118.25
500001,3.0185,17,921,189,434,219,34.61,-120.16
392600,11.6017,18,1617,210,533,194,37.84,-122.19
111400,2.45,52,1173,284,814,295,34.02,-118.31
179600,2.6618,22,2244,575,1543,533,33.77,-117.97
308800,5.8325,18,4910,817,1971,773,36.96,-121.88
388300,5.9113,37,2260,354,809,351,32.73,-117.24
53100,1.6352,46,1885,385,871,347,39.51,-121.56
270100,6.6453,25,3554,528,1600,537,33.78,-118.03
500001,9.3586,32,1433,199,498,201,37.36,-122.1
248800,4.3603,16,2223,454,628,382,33.49,-117.65
290900,2.4701,28,1985,582,1092,548,34.44,-119.76
168100,1.2041,50,3233,968,1223,837,38.57,-121.47
115000,1.6929,20,2373,779,1659,676,37.8,-122.26
51100,1.7462,29,1938,404,1487,414,36.2,-119.35
86900,1.7075,29,3422,713,2775,644,32.71,-117.1
180900,2.8029,29,1219,338,1152,323,34.09,-118.03
162500,1.5844,31,1648,484,898,457,33.78,-118.19
410800,4.0855,52,2495,458,1081,471,37.58,-122.35
208600,3.5625,27,3236,832,2230,798,37.36,-121.95
251300,5.1129,14,1672,295,704,293,33.53,-117.72
370100,5.678,28,1582,264,696,270,37.35,-122.04
93100,4.7463,6,1926,303,965,316,36.75,-119.69
156300,3.625,37,978,202,462,184,38,-122.07
98400,2.3261,38,1813,410,902,396,37.36,-118.39
500001,3.8456,27,5509,1059,2591,979,34.43,-119.66
151000,4.1368,16,3273,670,1305,671,32.77,-117.19
500001,3.9934,18,102,17,55,21,34.08,-118.68
72500,2.0417,34,864,184,579,171,36.6,-119.44
259600,4.1429,52,2495,491,1058,464,37.88,-122.28
226900,4.2,35,1255,252,685,279,33.86,-118.11
96200,2.2768,52,2744,547,1479,554,37.77,-122.18
134400,3.0089,36,992,224,334,126,33.09,-116.58
191700,3.775,25,2208,477,1084,424,34.1,-117.87
500001,7.9767,16,3985,567,1327,564,33.78,-118.11
162500,2.0548,52,759,323,421,255,37.77,-122.42
422400,5.6493,40,2401,383,894,356,37.59,-122.41
141900,4.8283,4,11587,1796,5804,1705,34.13,-117.42
115400,2.7232,35,1551,321,857,288,39.01,-123.36
178700,2.625,33,2886,726,2650,728,34,-118.11
192200,4.359,15,2940,910,943,711,37.4,-122.07
500001,10.7097,52,1457,215,495,208,37.79,-122.45
331900,5.3886,23,5554,995,2408,936,33.71,-118.02
333300,5.9171,14,3490,592,1710,580,34.52,-118.35
260300,2.462,19,1765,394,868,388,38.39,-122.83
97600,3.1738,31,1923,341,806,349,37.25,-121
107500,3.016,6,2383,606,1301,488,34.14,-117.24
84300,2.3352,28,1995,488,1182,439,37.93,-122.35
179100,4.4886,34,1748,294,800,294,32.81,-117.14
168100,3.8661,6,12779,2441,6085,2157,35.62,-120.67
63400,2.0625,39,2551,482,1181,437,39.52,-122.2
47500,2.1186,18,820,239,1345,207,35.62,-119.69
156800,3.5462,19,2629,494,1444,503,33.14,-117.08
221200,5.2067,21,2751,493,1432,483,34.29,-118.71
155700,2.965,37,2356,476,1231,499,32.76,-117.06
360600,8.7974,4,1346,213,603,219,33.68,-117.82
133300,3.3182,35,574,116,610,147,33.91,-118.15
366700,7.0175,37,1229,181,420,176,37.82,-122.2
111700,1.7961,35,1147,290,818,281,34.01,-118.3
243600,5.3428,14,1727,302,1116,273,37.59,-122.04
190100,4.4583,18,5238,1083,3032,1065,33.81,-118.01
215200,4.6833,17,2864,487,1482,547,38.26,-122.61
166900,6.0086,22,1028,148,523,152,32.61,-117.03
130600,5.6235,12,3449,522,1754,551,35.41,-119.09
183800,5.4819,12,2465,412,1226,428,33.17,-117.1
235500,3.6118,48,1246,294,697,284,37.35,-121.95
184500,4.5594,13,3859,710,2283,759,34.14,-117.95
238600,4.4286,35,491,98,274,97,37.67,-122.45
210000,3.7083,14,1078,261,382,171,36.42,-121.91
227300,1.65,29,2046,588,846,410,35.37,-120.89
139600,1.9937,21,1353,380,1688,367,34.07,-118.2
285000,2.5938,41,1146,310,833,270,33.99,-118.47
98800,1.9119,43,1735,535,2288,524,33.97,-118.25
128200,2.8562,12,2180,423,1070,377,38.83,-120.87
170300,1.767,37,2338,686,2376,630,34.04,-118.31
115100,3.3333,41,616,196,814,180,34.05,-118.18
236400,3.5161,24,1562,441,696,347,33.63,-117.92
414400,6.7809,30,4382,732,1775,745,37.88,-122.54
140600,3.15,16,3045,543,202,102,38.52,-120
89300,1.9957,32,1263,333,1789,346,33.92,-118.22
187500,3.2361,28,676,177,543,185,34.1,-118.07
258300,6.3191,36,815,126,353,122,37.35,-121.97
368000,6.3256,15,3456,545,1527,535,37.54,-122.49
321800,4.0862,44,1488,259,667,281,32.74,-117.24
151400,3.6212,31,3518,608,1386,572,34.96,-120.42
109700,2.6708,52,2573,639,1238,529,38.11,-122.26
212500,4.6452,45,1519,263,681,267,33.79,-118.14
338400,7.375,21,1959,292,891,300,37.34,-121.78
375000,2.8229,52,2450,741,1415,664,37.8,-122.41
190900,3.9728,12,2010,422,784,407,37.05,-122.03
188400,5.1473,16,4478,647,1990,672,37.66,-120.95
55000,1.3571,21,2066,748,2548,734,38.56,-121.42
227300,4.875,42,1460,289,829,273,34.09,-118.1
88300,3.5978,33,2271,389,1100,380,34.15,-117.26
282600,3.1435,45,1235,271,499,263,34.15,-118.24
183800,2.6591,33,1523,391,753,298,34.11,-118.18
179200,1.9209,45,2225,827,2699,792,34.08,-118.26
284900,6.6539,22,4232,624,2408,660,33.73,-117.98
187500,3.8571,42,1237,232,900,241,37.37,-121.84
250000,7.7852,12,1349,349,536,334,37.81,-122.4
324700,3.9954,52,1769,414,1032,380,37.77,-122.5
77200,2.3725,30,2512,597,1390,523,34.12,-117.22
155600,3.1538,39,1050,217,895,207,33.92,-118.2
365000,6.5254,38,2981,432,1063,437,34.18,-117.99
281600,5.7768,49,4449,711,1606,709,32.77,-117.1
122400,2.275,21,2696,578,1208,494,41.95,-124.14
118300,1.3712,37,1179,282,354,176,38.48,-123.01
193300,4.375,28,3801,622,1654,571,37.99,-122.28
216900,2.7019,16,3004,656,1948,606,33.19,-117.22
63700,2.0425,35,2467,469,1194,444,40.19,-122.26
146900,4.025,34,1381,265,1020,268,34.04,-117.96
324600,7.2216,13,7241,1007,3221,947,37.77,-121.97
88100,1.7328,44,1986,573,1044,490,38.56,-121.47
138100,2.587,33,2081,409,1008,375,34.07,-117.66
313800,6.148,34,1903,293,887,306,33.97,-118.02
218800,2.7483,28,4164,1127,2934,1014,34.09,-118.14
113900,3.5,24,3532,618,1681,590,34.12,-117.2
92500,3.2794,7,8414,1584,5146,1517,34.46,-117.2
97100,1.8086,38,1407,447,1783,402,33.99,-118.27
350000,4.4375,29,1769,297,703,269,34.41,-119.73
189600,4.2685,38,2264,460,1124,388,34.26,-118.31
70000,2.5625,23,2502,481,1443,455,39.72,-122.04
238000,5.2937,17,3208,617,2286,602,37.41,-121.96
95000,2.3583,41,1045,233,632,230,37.37,-121.01
288300,5.3873,18,4438,939,1901,895,37.34,-121.96
315600,7.5196,16,3016,394,1172,382,33.58,-117.66
177800,4.3451,24,4195,706,2200,647,36.71,-121.62
71000,1.8839,32,1516,289,304,131,39.66,-120.48
214000,4.8233,8,6322,1001,2969,1043,38.37,-122.69
115700,6.1935,6,2115,342,927,337,35.64,-117.67
283700,6.6633,10,3283,550,2491,522,37.33,-121.79
431800,9.2873,26,4516,611,1714,581,34.29,-118.49
267400,5.8178,27,2019,335,1020,351,37.27,-121.88
268800,2.3182,23,1125,273,687,308,32.98,-117.09
213200,3.6875,29,2929,640,1618,584,33.82,-117.95
274700,5.4469,33,1701,290,831,275,34.06,-117.9
171300,2.8285,17,4422,945,2307,885,35.49,-120.66
81300,2.6146,43,524,93,302,93,36.73,-119.89
181800,5.1315,17,1851,344,764,339,33.89,-117.97
287600,5.121,25,3223,612,1529,602,37.33,-121.98
112500,0.4999,52,62,9,44,16,34.06,-117.75
165500,2.8456,40,1797,401,756,369,37.98,-122.02
254200,2.7226,31,2846,727,2120,672,34.04,-118.38
168800,1.9375,42,902,318,1312,323,34.07,-118.21
128300,4.0332,8,508,111,229,84,34.82,-118.93
302100,5.5413,26,2496,407,1062,380,32.81,-117.21
122500,2.1116,52,2709,642,1751,613,34,-118.31
180500,3.3534,41,1058,228,778,245,34.21,-118.61
268300,5.3106,27,2790,513,1498,519,33.8,-118.3
228100,2.9899,52,2097,444,915,413,37.77,-122.26
344700,6.1968,18,2436,375,1303,386,33.88,-118.07
200800,5.6276,35,2984,446,1435,455,33.83,-117.89
238300,4.6172,24,2168,421,1050,397,33.89,-117.82
213000,3.7479,17,3386,729,1715,666,33.69,-117.99
237000,5.6642,22,3526,510,1660,508,37.95,-122.02
60500,1.7891,38,1865,384,1052,354,38.54,-121.45
39200,2.1771,18,1128,237,772,220,36.44,-119.97
237500,1.5156,52,1436,738,1688,662,37.79,-122.41
69900,2.575,20,9351,2139,4584,1953,35.35,-119.06
107300,3.0068,23,6010,1116,2710,1149,39.76,-121.82
98700,3.5402,24,1766,340,1028,372,38.48,-121.45
111600,3.0737,45,2142,431,1318,431,37.95,-122.35
227500,5.4876,35,2114,341,1077,343,33.8,-117.98
132600,2.2423,17,10145,2306,4776,1749,33.67,-117.38
130600,5.2527,25,3304,493,1464,488,38.28,-122.04
51700,1.4481,25,831,230,947,244,36.62,-119.31
130700,1.6302,32,1375,448,1698,432,34.02,-118.25
126000,4.049,19,6789,1200,2325,1109,36.83,-119.81
129300,3.7449,6,12197,2617,5634,2329,38.63,-121.49
106300,1.9236,29,1297,262,909,253,35.13,-118.92
500001,6.6659,7,5389,903,2232,825,37.23,-121.83
252400,4.4551,16,5187,1014,1512,986,37.86,-122.06
210700,3.235,12,1481,265,757,243,33.64,-117.19
149200,2.1442,35,1734,493,2053,508,34.02,-118.16
169900,2.0357,30,1971,645,2650,605,33.98,-118.22
120700,3.5687,36,923,165,603,191,33.89,-118.26
211300,2.8846,49,1350,368,707,350,37.87,-122.27
270800,2.5125,52,1560,451,700,419,37.97,-122.53
254200,2.9417,39,2196,582,1165,538,34.1,-118.29
270700,3.625,52,1819,464,1068,424,33.84,-118.31
63700,2.0174,20,3815,924,3450,920,35.26,-118.92
204200,5.2699,8,7505,1089,3325,1016,37.98,-121.84
268800,3.8589,16,1496,298,778,284,38.36,-123.02
92700,2.8565,12,3609,712,2650,742,37.73,-120.95
236700,6.0705,30,2260,345,1182,341,33.81,-117.82
228300,5.0796,35,2720,490,1158,445,34.19,-118.5
145800,4.1071,11,5500,956,2827,946,38.67,-121.21
78400,1.8993,17,1485,345,823,316,40.95,-124.1
237100,5.2541,5,3178,631,1467,581,33.8,-117.69
284600,5.9291,23,806,158,373,156,37.4,-122.08
185300,5.1433,16,2718,438,1515,431,32.93,-117.15
139200,3.8147,19,2025,414,1663,403,33.14,-117.2
443800,7.1382,35,2712,428,1084,425,37.41,-122.11
500001,6.3013,49,3783,579,1601,539,34.12,-118.1
162500,4.9716,16,8020,1432,1749,540,34.26,-117.22
124700,2.6042,46,2366,575,1647,527,37.79,-122.22
325000,2.9722,33,3125,785,1720,713,33.99,-118.45
162500,2.1528,10,642,176,462,186,33.98,-117.38
155900,4.0848,8,4839,832,1977,762,39.13,-121.07
350000,4.2639,46,118,17,6532,13,35.32,-120.7
107800,2.35,15,2199,453,899,347,37.7,-118.45
500001,8.2598,52,2547,373,876,359,37.57,-122.34
78000,2.2277,26,2185,435,1108,419,36.07,-119.04
138900,5.1478,17,444,83,357,87,32.57,-117.09
187300,4.2583,35,4276,767,3295,708,34.17,-119.19
161300,2.6123,37,2633,630,1904,630,33.93,-117.95
103100,2.5,36,826,167,432,150,37.65,-120.98
175900,2.6071,28,2769,631,2452,581,34.08,-118.02
182200,2.6894,20,3375,867,4610,860,37.35,-121.84
181900,1.2269,28,5015,1240,3900,1029,37.71,-122.41
51300,1.3811,21,8502,2634,2330,991,34.45,-116.51
55200,1.6486,26,1874,416,1834,432,36.63,-119.31
104700,2.5896,27,3440,787,2085,748,38.26,-122.02
125000,4.2788,10,516,107,282,96,33.68,-117.35
278700,6.5743,10,2815,431,1181,398,33.72,-117.77
306800,4.8,36,1017,165,407,159,37.62,-122.42
92500,2.6987,25,1899,357,891,355,40.58,-124.14
212500,4.8929,21,2284,360,999,356,33.2,-117.23
112500,2.875,17,1787,330,1341,314,32.82,-117.11
275000,1.8235,37,584,260,552,235,34.14,-118.25
245500,4.0585,29,3559,552,1533,545,33.16,-117.33
172200,7.3841,40,422,63,158,63,37.65,-120.98
223400,4.3594,23,4332,857,2461,829,37.56,-122.02
237400,4.7341,4,10175,2181,4762,1929,33.66,-117.67
500001,8.2374,30,3652,499,978,462,32.85,-117.26
500001,9.9025,40,2959,389,985,365,37.47,-122.2
102600,1.7708,36,1026,294,1316,268,33.97,-118.25
500001,9.6885,20,3104,415,1061,380,34.4,-119.79
152700,2.9688,22,1880,360,743,314,41.68,-123.91
205100,5.7001,16,1803,267,946,266,38.02,-122.25
166100,3.0313,43,1751,400,1558,379,33.97,-118.21
154800,5,20,3168,514,1390,490,38.13,-121.29
246900,2.925,49,1560,436,1041,411,34.42,-119.71
275300,2.9076,24,2718,719,3018,644,34.24,-118.53
198400,4.2083,9,3624,812,1856,721,37.27,-121.84
208000,3.1818,18,7157,1869,4642,1699,34.2,-118.57
219400,2.4074,24,2910,917,2522,873,34.17,-118.31
102700,3.3269,22,2211,477,773,288,37.09,-119.4
209400,3.6694,17,2549,596,1169,500,38.03,-121.63
167500,2.5833,52,1460,492,1165,455,37.32,-121.93
500001,10.8783,52,1335,151,402,157,37.79,-122.44
54400,2.5833,28,1325,276,873,240,36.32,-119.68
189000,5.0897,36,1390,270,887,266,34.07,-117.91
301700,3.2813,37,1335,286,539,279,34.15,-118.44
225200,5.8171,4,15654,2394,7025,2168,38.07,-122.22
158700,3.6369,16,1244,242,696,236,38.33,-122.7
84400,2.1776,34,1126,256,589,243,38.61,-121.42
139700,2.375,32,2171,672,3002,648,33.79,-118.17
135000,4.436,7,6055,1004,3031,952,32.69,-117.02
137500,2.3654,49,806,199,698,172,34.15,-118.15
203000,3.875,32,1162,196,563,178,33.86,-118
156300,1.3894,16,1209,477,627,482,37.98,-122.03
89500,2.2402,25,3919,764,2203,783,38.7,-121.38
270600,3.2663,37,1096,260,490,267,32.8,-117.25
360000,5.8691,21,349,64,149,56,37.28,-122.12
187500,1.1122,52,936,454,990,354,34.06,-118.28
161300,3.6618,14,1265,230,621,173,33.83,-117.2
141800,2.1985,36,2326,729,2635,657,33.8,-118.19
129300,2.9167,35,2226,602,2230,549,34.08,-118.18
500001,6.9615,13,3030,413,1027,363,36.57,-121.81
500001,7.79,25,2267,359,866,348,33.61,-117.87
179400,3.6,43,1676,340,924,328,37.68,-122.13
151400,3.25,16,1377,296,830,279,39.37,-123.75
216800,5.1701,23,7518,1279,3827,1294,37.68,-122.05
57000,1.7885,32,1852,373,911,365,39.37,-121.7
150900,3.0909,31,2536,603,2625,576,33.9,-118.18
56500,1.6786,35,1618,378,1449,398,35.77,-119.25
500001,3.375,4,1606,498,815,426,33.65,-117.58
119800,2.2138,49,1993,446,1052,394,33.98,-118.32
261000,2.303,27,1448,404,978,338,34.43,-119.73
44700,1.6667,30,1211,289,611,230,34.83,-116.96
500001,11.1978,32,8041,1141,2768,1106,34.1,-118.47
103000,2.4482,11,3163,794,2106,762,38.11,-121.27
118500,2.0244,19,9899,2617,11272,2528,36.69,-121.61
57400,1.4773,36,832,198,814,174,35.37,-118.99
354300,4.8405,17,11999,2249,5467,1989,37.43,-122.43
210300,4.267,35,2976,518,1424,538,37.68,-122.14
57500,1.3451,30,1390,361,1116,298,35.38,-118.99
443300,7.1088,33,6841,950,2681,980,37.46,-122.25
236500,4.2143,22,2750,433,1161,428,38.84,-121.14
219700,3.4261,16,1641,354,945,318,33.63,-117.71
334200,4.5357,27,1688,331,811,327,33.88,-118.37
324700,6.5261,10,9772,1308,3741,1242,38.4,-122.62
500001,11.3074,42,2785,389,833,333,32.82,-117.31
155700,5.7201,8,1904,255,895,242,38.03,-121.35
57900,1.6838,14,859,212,541,181,34.58,-117.41
206700,5.1297,16,3913,710,1782,676,37.99,-122.11
70000,1.8162,50,683,189,459,195,37.64,-120.99
200400,2.9441,39,2686,569,1159,559,37.91,-122.3
51900,2.162,36,1925,443,1405,422,36.06,-119.03
129900,3.8029,36,3018,557,1445,556,38.1,-122.21
360900,7.2165,25,2213,360,1066,390,37.37,-122.01
323600,4.5,16,3716,916,1551,759,37.35,-122.01
245000,3.1742,20,1738,509,1403,411,33.71,-117.88
73800,3.1136,36,2074,349,954,363,36.96,-120.08
413900,5.3279,23,1364,227,638,238,34.42,-119.73
125400,3.3438,16,3476,650,2126,665,37.7,-121.02
201800,3.5625,34,762,182,611,193,37.38,-121.84
215500,4.1167,33,2342,475,1367,509,33.82,-117.99
347600,5.2868,47,3175,454,1098,485,37.84,-122.23
221600,4.869,35,2235,390,1148,416,34.27,-118.5
153400,2.1696,39,1155,433,1857,424,34.04,-118.28
225900,2.5129,15,2365,538,1446,490,35.27,-120.65
500001,11.7045,40,1382,167,483,178,34.04,-118.51
171400,2.6742,27,3166,867,1332,817,32.75,-117.15
365700,8.1078,26,2785,418,1221,422,37.35,-122.02
88500,3.0687,34,559,139,532,137,33.94,-117.47
90400,2.3056,36,1412,260,792,268,38.14,-122.23
108500,3.6413,15,2771,546,1423,505,40.66,-122.25
396400,4.8824,34,1189,220,445,203,34.3,-119.25
224200,4.0238,44,1619,362,1064,335,37.62,-122.4
269800,6.2984,18,3698,574,2046,614,33.73,-117.97
500001,1.9659,6,211,51,125,44,33.72,-117.7
148200,3.0143,44,3186,876,3913,842,33.96,-118.23
203700,4.0865,30,2320,448,1434,452,33.85,-118.03
79700,2.1538,44,1066,253,825,244,37.73,-122.19
153000,2.4537,20,4021,864,1658,730,38.62,-121.34
143900,3.125,42,2206,451,989,444,37.94,-122.34
197300,4.5833,44,1442,285,859,292,34.25,-118.3
104300,3.2344,40,1298,277,791,255,33.98,-118.32
57100,1.575,34,1186,300,774,271,36.75,-119.84
229200,2.1162,35,2007,571,1513,554,34.05,-118.31
94500,2.5437,43,1534,384,1231,329,33.99,-118.3
87500,0.536,46,66,22,37,21,38.02,-121.84
450000,2.7824,29,3946,1008,1676,876,34.06,-118.38
292600,3.7422,42,3157,676,1603,629,37.57,-122.31
64400,1.6635,14,1687,507,762,451,32.79,-115.58
116200,2.6495,27,2918,580,1338,544,38,-121.3
137500,3.1979,16,4138,758,1762,723,38.27,-121.99
286400,2.5263,52,2584,599,790,444,36.62,-121.92
119200,1.9083,42,1291,345,1535,332,34.05,-118.19
492200,7.3151,34,2674,435,1087,431,33.9,-118.4
83500,2.3456,42,541,154,380,123,37.74,-122.18
316700,2.105,52,1952,628,1284,576,37.78,-122.43
218100,3.25,36,1815,426,1280,431,37.68,-122.07
293800,3.1607,31,1364,386,707,379,37.78,-122.44
184400,1.9441,18,1297,337,610,312,38.51,-122.45
94900,1.6645,37,973,221,842,178,33.94,-118.27
98300,1.275,46,2577,703,2446,687,33.99,-118.28
338400,6.9223,23,7480,1084,3037,1058,34.2,-118.65
215600,4.0714,36,2668,473,1315,478,33.85,-118.16
204300,4.504,28,2405,462,1011,378,34.24,-118.7
352600,4.4094,39,3825,916,1378,746,34.11,-118.27
243800,2.7477,52,2093,550,918,483,37.81,-122.24
162500,4.2344,52,679,132,483,163,34.12,-118.19
102900,2.567,18,2672,533,1151,532,39.79,-121.6
342900,3.3917,25,830,228,368,174,37.38,-122.08
206800,5.208,46,1993,404,850,327,37.11,-122.11
97300,2.3068,24,1535,276,664,273,39.77,-121.59
217700,5.5955,18,2229,371,1283,379,34.28,-118.72
129200,1.2206,35,1672,556,2106,519,34.01,-118.27
101000,1.9732,47,1528,331,864,308,33.98,-118.32
88200,1.6731,41,1425,372,1803,353,33.99,-118.24
66100,2.2898,42,963,216,471,211,36.96,-120.07
151100,3.3844,52,2515,460,836,442,38.55,-121.49
406300,5.485,33,2974,623,1435,588,37.44,-122.12
93400,1.0898,45,782,270,1030,235,34.01,-118.25
143900,2.9712,33,1558,316,1600,338,34.1,-117.97
193200,3.8583,31,1808,315,691,280,38.44,-122.69
175200,3.7083,43,1426,272,871,276,33.83,-118.22
119200,2.0938,42,1534,417,1295,380,34,-118.28
94100,2.0136,13,4460,925,2225,840,34.49,-117.17
158900,3.8864,33,1493,331,1571,354,34.04,-117.94
84700,2.6536,22,2467,555,1567,494,34.08,-117.19
169900,1.9327,52,2031,450,958,445,37.86,-122.28
56200,2.9402,33,2248,434,1461,405,35.3,-118.99
123400,3.0909,30,2603,507,1491,473,37.18,-121.06
105000,2.12,26,1000,275,1178,263,33.9,-118.2
86700,2.1513,52,1056,274,584,255,37.98,-120.39
144400,4.2464,16,3262,533,1794,543,38.7,-121.25
